customer_id,surname,location_id,source_row_number
15630321,Hu,1,1626
15630328,Bird,1,951
15630349,Hollis,3,8799
15630363,Nkemakonam,1,4469
15630402,Nebechukwu,1,2890
15630413,Howarth,1,9075
15630419,Davis,1,1714
15630466,Maclean,1,8798
15630511,Picot,1,8447
15630551,Forbes,1,2257
15630580,Y?,2,4486
15630592,Sanders,1,7446
15630617,Lo Duca,2,2470
15630641,Shao,1,8935
15630661,Vasilyev,3,3487
15630698,Hay,1,2153
15630704,Haworth,2,9243
15630709,Castiglione,2,4637
15630725,Johnson,1,1479
15630857,Wu,3,8855
15630910,Treacy,1,163
15630913,Rosas,3,1982
15630920,Du Cane,1,2673
15631054,Volkova,1,1038
15631063,Trentino,1,8998
15631070,Gerasimova,2,3185
15631072,Huie,1,1583
15631159,H?,2,2924
15631162,Bergamaschi,1,8934
15631170,Clements,1,2717
15631189,Riggs,2,1063
15631201,Hill,3,2113
15631217,Young,1,8101
15631222,Cattaneo,1,8895
15631240,Dubinina,1,2550
15631267,Lu,1,7513
15631305,Franklin,3,3340
15631310,Hsieh,1,2552
15631333,Wade,3,2252
15631339,Adams,1,3467
15631359,Daluchi,1,4251
15631392,Douglas,2,3854
15631406,Munro,2,8018
15631436,Gleeson,1,5561
15631451,Grant,3,7251
15631457,Asher,1,6763
15631460,Swift,3,1585
15631481,Thomson,1,9475
15631512,Schneider,1,9194
15631603,Ponomaryova,1,4016
15631639,Uspensky,1,5978
15631681,Jibunoh,3,957
15631685,Lambert,2,7040
15631693,Hill,1,7413
15631709,Ginikanwa,3,3568
15631721,Millar,2,5131
15631739,Dunn,3,5504
15631756,Tuan,1,7726
15631800,Pagnotto,1,3344
15631813,Beneventi,1,1592
15631838,Findlay,1,2534
15631848,Grover,1,2867
15631868,Robertson,3,315
15631871,Kelly,2,5599
15631882,Yeh,2,5090
15631912,T'ao,1,2986
15631927,Thomas,3,2685
15632010,Chia,3,7403
15632050,Liebe,1,4859
15632051,Douglas,2,9537
15632069,Kazantsev,1,8401
15632079,Hardy,2,3599
15632118,Pirozzi,3,4503
15632125,Blake,2,6460
15632143,Lung,1,9761
15632185,Yermolayev,1,6523
15632210,Hill,2,900
15632256,Schroeder,1,1752
15632263,Pagnotto,3,8753
15632264,Kay,1,13
15632272,Lung,1,3419
15632275,Trevisano,1,7514
15632280,Toth,3,9415
15632324,Pisani,1,3538
15632344,Jones,1,7886
15632345,Tuan,1,6346
15632365,Booth,2,3655
15632439,Pinto,1,8692
15632446,Allan,1,9867
15632472,Scott,3,6679
15632503,Meng,1,7256
15632521,Cattaneo,2,4962
15632538,Watson,3,9375
15632551,Buccho,2,3526
15632575,Moore,1,1867
15632576,Yashina,1,6555
15632609,Burdekin,1,8229
15632665,Yevseyev,1,5743
15632669,Rees,3,7644
15632736,Liang,2,8650
15632789,Maclean,1,7181
15632793,Wilkinson,1,5022
15632816,Williams,2,9065
15632826,Tardent,1,5207
15632848,Ferrari,1,8006
15632850,T'ang,1,8550
15632859,Chukwudi,1,3793
15632882,Konovalova,2,8370
15632899,Nwankwo,3,5103
15632967,Feng,1,8638
15632977,Hsiao,1,4233
15633043,Fedorova,3,2025
15633059,Fanucci,1,100
15633064,Stonebraker,1,649
15633108,Thorpe,1,2175
15633112,Madukaego,2,2242
15633141,Robinson,2,2491
15633181,Swinton,1,6607
15633194,Osborne,1,8591
15633213,Rizzo,3,6727
15633227,Kenechukwu,1,8679
15633233,McFarland,1,1654
15633260,Dumetochukwu,1,1772
15633274,Tai,1,5439
15633283,Padovano,1,469
15633352,Okwukwe,1,3400
15633378,Davidson,3,4126
15633419,Brooks,2,1167
15633461,Pai,2,928
15633474,Whitehead,1,8902
15633516,Tucker,1,4619
15633525,Payne,1,8520
15633531,Lavrov,1,2926
15633537,Nolan,2,367
15633546,Frederick,3,3954
15633574,Montes,1,1854
15633586,Brierly,1,3697
15633608,Black,1,7682
15633612,Yuryeva,1,2017
15633640,Loewenthal,1,1852
15633648,Jideofor,3,636
15633650,Woods,2,1079
15633666,Efremov,3,3996
15633729,Wang,1,5730
15633818,McMillan,1,5547
15633834,Milne,2,4301
15633840,Henderson,1,6547
15633854,Sun,1,3307
15633866,Hsiung,2,5204
15633870,Ozioma,1,5164
15633877,Morrison,3,2399
15633897,Owen,2,1003
15633922,Gray,1,578
15633930,Yobachukwu,3,2236
15633944,McKay,3,7288
15633950,Yen,1,359
15634141,Shephard,2,933
15634143,Onyemauchechi,3,4074
15634146,Hou,2,9502
15634180,Holden,2,5788
15634218,Mancini,2,4030
15634245,Muecke,2,752
15634262,Fantin,2,2035
15634267,Yudin,1,1238
15634281,P'an,2,1561
15634295,Wilson,1,5971
15634310,Ko,1,3971
15634359,Dyer,2,3581
15634373,Yang,1,8731
15634375,Duncan,3,1519
15634491,Kung,1,4903
15634501,Wei,1,7742
15634551,Williamson,2,9541
15634564,Aksyonov,3,7920
15634591,Saunders,1,9291
15634602,Hargrave,1,1
15634606,Chinonyelum,3,8521
15634628,Brown,1,6849
15634632,Titus,1,458
15634719,Chinwendu,1,2582
15634772,Mario,3,2548
15634792,Weston,1,8219
15634815,Hunt,1,4447
15634844,Miller,2,558
15634891,Jamison,2,1492
15634896,Grant,1,1280
15634936,Chukwukadibia,1,4901
15634949,Hay,2,2109
15634950,Obiajulu,2,1631
15634968,Hsueh,2,3627
15634974,Seppelt,1,2500
15635034,Aldrich,2,4536
15635078,Chiemela,3,2304
15635097,Okeke,2,4092
15635116,Burgos,3,8106
15635125,Findlay,3,8208
15635141,Miller,2,4185
15635143,Fennescey,1,7832
15635177,Williamson,3,4507
15635197,Glover,2,6486
15635240,Onuoha,1,2568
15635244,Ritchie,1,7230
15635256,Arcuri,1,6064
15635277,Coates,3,6650
15635285,Taylor,1,3577
15635364,Gray,1,9233
15635367,Muir,1,473
15635388,Austin,3,9237
15635396,Thompson,2,3742
15635435,White,1,1352
15635459,Shih,2,2043
15635500,Seleznyov,2,8218
15635502,Ch'iu,1,8718
15635531,Boag,3,8752
15635597,Echezonachukwu,1,1980
15635598,Hsieh,1,7416
15635660,Rossi,2,2666
15635703,Chu,2,8846
15635728,P'an,1,1974
15635752,Lo,2,9436
15635775,Watt,1,9685
15635776,Trevisani,2,2362
15635870,She,2,5600
15635893,T'ien,1,3292
15635905,Moran,3,197
15635939,Fenton,1,2029
15635942,Thomson,1,9076
15635964,Eve,2,5577
15635972,Lloyd,3,2334
15636016,Wreford,1,6228
15636023,O'Donnell,1,3115
15636024,Blackburn,3,3543
15636061,Pope,2,9672
15636069,Plummer,3,8287
15636089,Hs?,2,2455
15636105,Chung,3,8971
15636238,Graham,1,1765
15636330,Ch'in,2,5511
15636353,Buchi,3,8529
15636388,Abrego,2,8952
15636395,King,1,6007
15636396,Jackson,1,4164
15636407,Beatham,2,6553
15636423,Lei,1,6121
15636428,Sutherland,3,2990
15636444,Craig,2,623
15636454,Fu,1,7605
15636478,Williams,1,7120
15636520,Milani,1,5720
15636521,Feng,3,7174
15636541,Cartwright,2,5566
15636548,Lung,3,6903
15636551,Nixon,1,8209
15636562,Muravyova,3,7453
15636572,Christmas,1,1866
15636589,Murray,1,1293
15636590,Pisano,1,6941
15636592,Iroawuchi,1,6879
15636595,Loton,3,8237
15636624,Nwabugwu,3,339
15636626,Morrison,1,7447
15636634,Lindon,2,5988
15636658,Rozhkova,1,3442
15636673,Onwuatuegwu,1,306
15636684,Kirkland,1,257
15636700,Marsh,1,5303
15636731,Ts'ai,2,926
15636736,McLachlan,1,8270
15636756,Marino,1,1576
15636767,Yang,3,7084
15636812,Rose,1,7968
15636820,Loggia,2,6083
15636860,Ch'eng,1,6774
15636872,Amadi,1,4895
15636912,Sneddon,3,9702
15636935,Rischbieth,1,1191
15636977,Trevisan,2,9154
15636982,Weller,2,2804
15636999,Mao,1,2690
15637110,McCulloch,3,4364
15637118,Burns,1,6407
15637131,Fallaci,1,1814
15637138,Murray,1,6927
15637169,Maclean,3,3542
15637178,Mishina,3,3380
15637235,Knight,3,6157
15637240,Wei,1,2387
15637315,Melvin,3,7698
15637324,Kay,1,9421
15637354,Yobachukwu,1,8913
15637366,Su,2,8248
15637411,Tochukwu,1,6464
15637414,Gell,1,741
15637427,Lu,3,8160
15637428,Briggs,1,4832
15637461,Ukaegbunam,1,9742
15637476,Alexandrova,2,599
15637522,Shubina,1,6902
15637593,Greco,1,3202
15637599,Cremonesi,2,8663
15637644,Hanson,1,2178
15637646,Rowley,1,6749
15637650,Williams,1,2378
15637678,Ma,1,4461
15637690,Houghton,2,8369
15637717,Lockington,2,8217
15637753,O'Sullivan,2,229
15637774,Fraser,1,6598
15637788,Schmidt,1,8889
15637829,Sharpe,1,8590
15637857,Woolacott,1,7729
15637876,Burns,2,763
15637891,Docherty,2,7298
15637947,Wei,3,8583
15637954,Lewis,1,486
15637977,Barese,2,7819
15637979,Fuller,2,757
15637993,Pokrovsky,1,3622
15638003,Komarova,3,3145
15638028,Ifeanyichukwu,2,4562
15638047,Chia,2,9469
15638068,Thompson,3,8552
15638149,Rowley,1,1510
15638159,Trentino,3,8767
15638231,Chung,3,6213
15638247,Boan,3,9609
15638257,P'an,3,5409
15638269,Baresi,1,6374
15638272,Tien,3,7474
15638329,Uspensky,2,8556
15638355,Woods,1,1922
15638424,Glauert,2,69
15638463,Okwudilichukwu,2,1967
15638487,She,2,9731
15638494,Salinas,2,9951
15638513,Palermo,1,5398
15638607,Nwabugwu,1,5660
15638610,Kennedy,2,7009
15638621,Simmons,3,9676
15638646,Lucchese,1,3183
15638730,Macleod,1,7778
15638751,Ashton,3,7608
15638774,Chong,3,8593
15638788,Mack,1,9697
15638803,Donaldson,3,5435
15638806,Blackburn,3,1308
15638871,Ch'ang,1,7376
15638882,Cardell,2,9333
15638963,Garran,1,3032
15638983,Jara,1,7176
15638988,Fu,1,3314
15638989,Lettiere,1,7213
15639004,Chiemezie,1,8866
15639049,Cartagena,1,4445
15639077,Marchesi,1,2238
15639117,Sorenson,3,8118
15639133,Ku,1,9239
15639217,McKenzie,1,5346
15639252,Shao,3,7898
15639265,Isaacs,1,8676
15639277,Lin,1,2944
15639278,Chinomso,2,5492
15639303,Moore,2,5396
15639314,Cartwright,1,773
15639322,Grave,3,2146
15639357,Allan,1,3616
15639368,Pipes,1,5322
15639415,Thompson,1,2330
15639530,Buda,3,5914
15639549,Jen,2,9622
15639552,Mellor,2,6726
15639576,Burns,1,3228
15639590,Melendez,1,4638
15639662,Phillips,1,5549
15639665,Herbert,3,9392
15639669,Forbes,1,3853
15639788,Yuan,1,830
15639882,She,1,1189
15639946,Sazonova,2,2696
15640034,Milligan,1,4037
15640059,Smith,1,746
15640074,Barrett,3,6999
15640078,Chambers,2,644
15640106,Mason,1,9195
15640133,Pai,1,8110
15640161,Calabrese,2,2287
15640258,Chou,1,3918
15640260,Okorie,2,1480
15640266,Windsor,3,6786
15640268,Avdeeva,3,1343
15640280,Cameron,1,805
15640377,Goloubev,1,5779
15640407,Chidiegwu,2,9580
15640409,Carpenter,2,3716
15640418,Omeokachie,2,6918
15640421,Conway,1,4775
15640442,Standish,1,772
15640454,Parkhill,2,1172
15640464,Parkes,1,4897
15640491,Raff,1,4864
15640507,Li,3,9801
15640521,Chidumaga,2,7426
15640580,Obiora,1,9460
15640627,Wan,3,1462
15640635,Capon,1,94
15640648,Howe,1,5921
15640667,Yu,1,5985
15640686,Greco,1,6377
15640769,Hobbs,1,4026
15640789,Butler,1,7929
15640825,Loyau,3,669
15640846,Chibueze,2,2615
15640852,McGregor,2,6496
15640855,T'ien,2,9049
15640865,Romano,2,1606
15640866,Peng,1,3342
15640905,Vasin,3,140
15640917,Tang,1,3959
15640922,Demaine,1,4204
15640953,Bligh,1,1531
15641004,Doyne,3,5894
15641007,Holden,1,7655
15641009,Wilhelm,1,969
15641043,Scott,3,1879
15641091,Onyemauchechukwu,1,9646
15641110,Abron,1,8387
15641114,Power,1,2201
15641122,Wei,1,162
15641136,Davison,1,2464
15641158,Belcher,2,8393
15641170,Liang,3,5055
15641175,Munro,2,9439
15641183,Chin,3,1864
15641250,Calabresi,3,2346
15641285,Yusupova,3,6687
15641298,Corones,2,5201
15641312,Paterson,1,4455
15641319,Afanasyeva,3,8956
15641359,Shao,3,3548
15641366,Y?an,2,8171
15641389,Shen,2,9376
15641411,Volkova,1,4673
15641413,Crawford,2,8353
15641416,Shaffer,2,2782
15641474,Hall,1,4599
15641480,Sinnett,1,2734
15641490,Windsor,2,5328
15641575,Anenechukwu,1,5434
15641582,Chibugo,2,68
15641585,Newton,1,7758
15641595,Jonathan,3,6311
15641604,Frolova,1,5135
15641629,P'eng,3,2458
15641640,Uspenskaya,3,2876
15641655,Black,1,815
15641662,Enticknap,2,3461
15641675,Kirillova,1,744
15641688,Collier,3,9573
15641690,Hsiao,3,1279
15641715,Ts'ui,1,7379
15641732,Mills,1,83
15641733,Mishina,1,7365
15641773,Browne,2,9362
15641782,Humphries,1,6468
15641794,Ridley,1,5445
15641822,Barese,1,4728
15641835,Anderson,1,2160
15641850,Pethard,1,2212
15641860,Bradley,2,7761
15641877,Ross,1,5501
15641934,Manna,3,5909
15641994,Meng,2,2677
15642001,Lorenzen,2,7508
15642002,Hayward,1,1783
15642004,Alekseeva,1,134
15642022,Zito,3,4791
15642041,Burns,2,901
15642063,Kelechi,1,7532
15642093,Piccio,1,3815
15642098,Cox,3,7559
15642099,Tsui,3,7923
15642137,Fang,3,3686
15642160,Milanesi,1,4338
15642162,Ponce,2,6381
15642202,Whitfield,2,2785
15642248,Ko,3,5778
15642291,Fontaine,1,405
15642336,Shaw,1,7276
15642345,Y?,2,2345
15642391,Lettiere,2,7099
15642394,He,3,675
15642448,Onyemauchechukwu,3,7570
15642468,Clark,1,2384
15642515,Arcuri,1,5497
15642530,Coates,2,8735
15642544,Henderson,1,2044
15642570,Scott,3,4186
15642579,Chang,3,4290
15642619,Mayne,3,5483
15642636,Glossop,1,8426
15642655,Savage,3,3545
15642709,Feng,1,5091
15642710,Napolitani,1,4215
15642725,Madison,1,3017
15642726,Holmes,1,6184
15642785,Douglas,1,9965
15642787,Ijendu,1,2283
15642816,De Salis,1,6873
15642821,Ijendu,3,5495
15642824,Onyekaozulu,3,4472
15642833,Akubundu,1,1701
15642870,Ross,1,7818
15642885,Gray,1,2957
15642912,Tu,1,6415
15642934,Mason,2,7060
15642937,Padovesi,1,980
15642991,Tung,3,4519
15642996,Tsai,2,6811
15642997,Uspenskaya,1,4846
15643024,Huang,2,283
15643042,Han,2,3763
15643048,Mueller,1,8479
15643056,McMillan,2,7142
15643121,Chu,2,6493
15643158,Chiganu,1,5874
15643188,Barnett,2,5822
15643215,Jen,2,8608
15643229,Hou,1,8535
15643294,Robinson,1,3370
15643330,Chukwuemeka,1,9307
15643359,Carter,3,6125
15643361,Cullen,2,3772
15643378,Muir,1,8181
15643392,Woods,1,6058
15643426,Robertson,3,5774
15643438,P'eng,1,1731
15643439,Ferguson,1,5714
15643487,Sal,3,9128
15643496,Randolph,1,2820
15643523,Power,3,9570
15643574,Odinakachukwu,1,7584
15643575,Evseev,2,9922
15643630,Quaife,3,1878
15643635,Robertson,3,7991
15643658,Barber,2,2656
15643671,Chiekwugo,2,5722
15643679,Goliwe,2,3485
15643696,Young,1,792
15643752,Wei,1,2605
15643770,Yu,1,9208
15643794,Bennett,3,9419
15643819,Dawson,1,5454
15643824,Johnston,1,1730
15643826,McKay,1,6732
15643828,Teng,1,9533
15643865,Lo Duca,1,4108
15643903,Yao,1,9764
15643908,Turnbull,1,7849
15643916,Munro,3,6511
15643966,Goforth,2,16
15643967,Chineze,1,3373
15644005,Holman,1,2364
15644103,Wells,3,9737
15644119,Sochima,1,2895
15644132,Mancini,1,5966
15644174,Marchesi,2,3788
15644179,Allen,1,8187
15644200,Hamilton,3,1047
15644212,Han,3,5999
15644280,Udegbunam,1,9686
15644295,Hargreaves,3,8015
15644296,Scott,1,3073
15644297,Austin,2,7956
15644356,Prokhorova,3,4419
15644361,Hooper,1,4739
15644400,Anderson,1,7193
15644446,Norton,1,7010
15644453,Loggia,2,7094
15644501,Enyinnaya,1,6169
15644551,Wimble,3,8698
15644572,Turnbull,1,448
15644621,Mironova,2,2314
15644686,Kennedy,3,3482
15644692,Bibb,1,4947
15644699,Crawford,1,7952
15644724,Fan,1,2738
15644753,Hung,3,575
15644765,Ashton,2,2053
15644788,Fyodorov,1,5401
15644796,Dyer,3,5128
15644833,Duncan,1,1315
15644849,Zikoranachidimma,1,8751
15644856,Bird,3,6976
15644878,Hill,3,7430
15644882,Watson,2,5651
15644896,Thompson,2,2360
15644934,Gentry,1,6968
15644962,Connolly,1,2649
15644977,Goddard,1,9228
15644994,Ko,2,9769
15645029,Knowles,3,6606
15645045,Rudduck,1,3523
15645059,Crace,1,8721
15645095,Huang,1,3864
15645103,Su,2,1049
15645136,O'Donnell,3,5897
15645184,Graham,1,5237
15645200,Chiang,2,6198
15645248,Ho,1,177
15645269,Duncan,1,1138
15645271,Radcliffe-Brown,2,4348
15645316,Han,2,1126
15645323,Chinwenma,1,9056
15645353,Chubb,1,9168
15645355,Macleod,2,5559
15645371,Cameron,2,9315
15645404,Okwukwe,1,7966
15645463,Udinese,1,2564
15645496,Seleznyova,1,4008
15645511,Chukwudi,3,1341
15645517,Philip,3,1089
15645543,Bell,1,1767
15645544,Nekrasov,2,1759
15645569,Mai,3,602
15645571,Genovese,3,7462
15645572,Calabresi,1,1330
15645593,Trevisani,1,8832
15645600,Obidimkpa,3,9501
15645621,Hunter,3,997
15645637,Huggins,2,9179
15645717,Avdeeva,1,4699
15645744,Chukwudi,1,5931
15645766,Kosisochukwu,3,5304
15645772,Onwumelu,1,666
15645778,Reid,3,1344
15645815,Mills,1,8005
15645820,Folliero,1,7498
15645835,Milani,1,3748
15645839,Yudin,1,6765
15645847,P'eng,2,5571
15645896,Duncan,2,9901
15645904,Parsons,1,6593
15645937,Guerin,3,4873
15645942,Macleod,3,2574
15645956,Jideofor,3,1942
15646037,Sopuluchi,1,1615
15646082,Harding,1,7338
15646091,Frankland,3,3274
15646161,Steinhoff,3,620
15646168,Ifeatu,3,9651
15646190,Saunders,1,7478
15646196,Yeh,3,2839
15646227,Folliero,1,3134
15646262,Ross,1,8770
15646276,Metcalfe,1,1394
15646302,Shao,1,1446
15646310,Mao,3,9888
15646351,Somerville,3,5791
15646366,Trevisani,2,9712
15646372,Outhwaite,1,400
15646374,Wynne,2,7860
15646490,Duffy,3,4686
15646513,Spyer,1,1086
15646521,Fan,3,7422
15646535,Harrell,1,7529
15646539,Liao,1,2403
15646558,Clamp,3,849
15646563,Wright,1,7485
15646566,Bell,1,2563
15646594,Ali,1,7147
15646609,Chao,1,2855
15646615,Muir,2,1437
15646632,Reid,1,6353
15646720,Tsui,3,8375
15646726,Crawford,1,3541
15646756,Murphy,1,5111
15646764,Lorenzo,2,2351
15646784,Cochran,1,4946
15646810,Quinn,2,869
15646817,Chiekwugo,1,2801
15646859,Heydon,2,2896
15646936,Nnamdi,2,3245
15646942,Meng,3,8605
15646969,Anayolisa,3,8841
15647008,Adams,2,4115
15647091,Endrizzi,2,58
15647099,Ts'ui,1,759
15647111,White,3,4860
15647191,Lucchesi,1,7419
15647203,Gebhart,1,9641
15647207,Onwuemelie,1,6721
15647259,Barnett,3,7767
15647266,Y?an,3,2301
15647292,Peng,1,8563
15647295,Chin,1,7558
15647301,Bray,2,1128
15647306,Gibbs,1,7706
15647311,Hill,3,2
15647333,Fleming,1,8163
15647385,Ch'iu,3,3338
15647402,Wan,1,1258
15647453,Ifeajuna,1,4021
15647474,Niu,1,1577
15647546,Carvosso,2,8543
15647570,Chung,2,8602
15647572,Greece,3,8697
15647725,Napolitano,1,3550
15647782,Brown,2,1928
15647800,Greco,1,9932
15647807,Wyckoff,1,7894
15647838,Davison,2,7827
15647842,Cunningham,2,1599
15647890,Su,1,8801
15647898,Russell,3,7436
15647965,Genovese,1,5351
15647974,Chiemenam,1,6439
15647975,Vida,2,2340
15648005,Russell,3,2319
15648030,Crump,3,8539
15648032,Young,3,9873
15648047,Williamson,2,9299
15648064,Kennedy,1,338
15648067,Onwuamaeze,1,5895
15648069,Onyemachukwu,1,7046
15648075,Hebert,2,1071
15648136,Green,2,6313
15648178,Lettiere,2,9047
15648225,Shephard,3,4124
15648272,Medvedeva,3,9807
15648320,Heller,1,3346
15648362,Kennedy,2,3936
15648367,Lo,2,8415
15648455,Kung,2,3551
15648461,Hs?eh,3,4032
15648479,Stephenson,1,4481
15648489,Ting,1,2854
15648577,Pickering,1,2240
15648638,Chia,3,9249
15648681,Voronoff,1,7258
15648702,Yuriev,2,2718
15648721,Hsueh,1,1608
15648725,Sinclair,1,6991
15648735,Cashin,1,2499
15648766,Robertson,3,5480
15648794,Giordano,3,2150
15648800,Paterson,2,1114
15648858,King,1,9077
15648876,Sandover,1,7330
15648881,Tsai,2,3368
15648898,Chuang,3,4522
15648933,Reilly,2,5399
15648951,Kao,3,5620
15648967,Ch'en,2,4436
15648989,Moss,1,6646
15649024,Trujillo,1,5956
15649033,Echezonachukwu,2,7809
15649060,Chien,2,8609
15649078,Christian,2,5500
15649086,Patterson,1,6897
15649101,Reeves,1,7580
15649112,Endrizzi,3,6147
15649121,Pinto,1,1613
15649124,Fang,1,2835
15649129,Sal,1,4747
15649136,Williamson,1,2954
15649150,Buddicom,1,4840
15649160,Vavilov,1,7087
15649183,Johnston,3,7367
15649211,Fokina,3,9592
15649239,Vasilieva,3,8950
15649280,Lucchese,2,1419
15649292,Bellucci,1,4613
15649297,T'ang,1,8386
15649354,Johnston,3,5002
15649359,Somayina,1,8498
15649379,Somayina,1,7164
15649414,Walker,1,5521
15649418,Krylov,1,1896
15649423,Cooper,1,709
15649430,White,1,7542
15649450,Repina,2,7914
15649451,Yates,1,5708
15649457,Macleod,2,8588
15649487,Sal,2,2919
15649508,Chin,3,9817
15649523,Kennedy,1,1566
15649536,Wong,2,5117
15649616,Otutodilichukwu,3,5667
15649618,Tomlinson,2,9261
15649668,Wilhelm,2,3187
15649738,White,1,2174
15649744,Fallaci,1,1090
15649793,Lovely,1,4952
15649853,Craig,1,5800
15649858,Simpson,3,8965
15649992,Alexander,3,812
15650018,Chen,1,9169
15650026,Barclay-Harvey,1,6263
15650034,Kudryashova,1,2775
15650068,Johnson,1,299
15650086,Uchenna,1,4736
15650098,Baranova,1,1205
15650237,Morgan,3,151
15650244,Bezrukov,3,9248
15650258,Sinclair,1,2371
15650266,Medvedeva,2,8212
15650288,Summers,2,712
15650313,Okonkwo,2,7157
15650322,Grigoryeva,1,8780
15650351,Millar,1,1170
15650391,Wallace,1,1467
15650424,Bryant,1,9782
15650432,Liu,2,5063
15650437,Shen,2,8381
15650442,Hsieh,2,3989
15650454,Tran,1,8654
15650488,Bromley,1,6898
15650538,Sun,2,6562
15650545,Tomlinson,1,3528
15650575,Payne,3,5327
15650591,Calabrese,2,7663
15650670,Bateson,2,2560
15650751,Butler,1,8352
15650864,Power,1,5545
15650889,Golubev,2,1338
15650924,Foster,3,9640
15650933,Ma,3,1061
15651001,Tsao,2,242
15651020,Fiorentino,1,6890
15651022,Yost,2,173
15651052,McMasters,2,1202
15651063,Ifeatu,2,1567
15651075,Ibrahimova,2,5419
15651093,Chien,1,2871
15651103,Sal,3,5160
15651140,Doherty,1,2488
15651144,Yao,2,6131
15651264,Yobanna,2,3804
15651272,Reyes,1,5030
15651280,Hunter,2,61
15651315,Dilke,1,5553
15651336,Chidiebere,1,9671
15651352,Tobenna,1,3329
15651369,Wright,1,1178
15651389,Kay,3,6692
15651450,Panicucci,2,5554
15651460,Hsieh,3,7237
15651533,Brown,2,1647
15651554,Anenechukwu,2,2121
15651581,Lavrentyev,2,7852
15651585,Power,2,2173
15651627,White,2,6930
15651664,Wilder,1,5684
15651674,Billson,3,567
15651713,King,1,1943
15651737,Salmond,3,5772
15651740,Napolitani,3,6552
15651802,Day,3,1591
15651823,Nkemjika,1,3557
15651868,Clark,1,7122
15651883,Genovesi,2,6576
15651900,Bergamaschi,2,9479
15651943,Richards,3,3928
15651955,Hanson,1,6784
15651958,Giles,1,9863
15651983,Fang,1,2974
15652030,De Bernales,2,7970
15652048,Thompson,2,7504
15652069,Calabrese,1,6787
15652084,Boni,1,4964
15652169,Buckley,1,7913
15652180,Egobudike,1,5289
15652192,Traeger,1,3363
15652218,Morrison,1,3777
15652266,Chidiebele,2,291
15652289,Williams,1,7501
15652320,Woronoff,1,5787
15652400,Moss,3,3208
15652401,Lafleur,1,6580
15652469,Nevels,1,5306
15652527,Champion,1,2572
15652540,Garnsey,1,2118
15652615,Ferri,1,9173
15652626,Grave,1,3587
15652658,Finch,1,7215
15652667,Hampton,1,7664
15652674,Hou,1,9259
15652693,Greco,1,1932
15652700,Ritchie,1,6773
15652782,Chibuzo,2,7892
15652789,Hancock,3,3946
15652808,Monaldo,1,2479
15652835,Liang,3,9408
15652883,Chung,2,427
15652914,Ibrahimov,3,5860
15652948,Yen,1,9512
15652955,Price,3,1036
15652981,Robinson,2,9799
15652999,Milne,2,9865
15653037,Parks,1,9937
15653050,Norriss,2,9588
15653065,Nwabugwu,3,6146
15653110,Chan,1,9316
15653147,Boyle,1,7277
15653222,Otutodilichukwu,2,3879
15653251,Hickey,1,3532
15653253,Pagnotto,3,790
15653275,Lei,3,7901
15653306,Ermakova,2,3857
15653315,Kang,3,3833
15653347,Chiu,3,9045
15653404,Aliyev,3,6750
15653448,Duncan,1,6709
15653455,Smith,1,6305
15653521,Onuora,2,5964
15653547,Madukwe,1,522
15653572,Thornton,3,9174
15653595,Ts'ai,1,1525
15653620,Gordon,1,576
15653696,Goliwe,1,2624
15653715,Coates,1,4049
15653753,Chiemenam,3,3547
15653762,Chidiebele,1,876
15653773,Shaw,1,8868
15653776,Salier,2,4014
15653780,Kambinachi,1,720
15653784,Solomina,1,5513
15653849,Lu,2,529
15653857,Wallis,1,267
15653937,McIntyre,2,4733
15653952,T'an,2,9041
15653997,Haynes,3,3802
15654000,Algarin,1,4310
15654025,Jones,1,5342
15654060,P'eng,1,783
15654067,Koch,3,5222
15654074,Tuan,1,5739
15654096,Johnston,2,6144
15654106,K?,1,2529
15654156,Marcelo,2,3596
15654183,Aitken,1,6013
15654211,Milani,3,2868
15654222,Ogg,3,9718
15654229,O'Neill,3,1224
15654230,Miller,2,3105
15654238,Jen,1,729
15654274,Corrie,1,6235
15654292,Vessels,2,3345
15654296,Estrada,3,3296
15654300,Mao,2,5846
15654341,Chao,1,3653
15654346,Poninski,2,3423
15654372,Pearce,2,6113
15654379,Onwuatuegwu,3,4431
15654390,He,1,2337
15654408,Kharitonova,3,4886
15654409,Unwin,1,2446
15654456,Napolitano,2,3263
15654457,Cross,3,6870
15654463,Moore,1,2381
15654489,Fomin,1,4657
15654495,Potter,2,2764
15654506,Chang,1,186
15654519,Hassall,1,3421
15654531,Tuan,1,6597
15654562,Ma,3,4167
15654574,Onyekachi,2,2966
15654577,Alexeeva,2,4344
15654611,Parry,2,3940
15654625,Wilson,2,7177
15654654,L?,2,1221
15654673,Onyinyechukwuka,1,1021
15654700,Fallaci,1,899
15654733,Hsieh,2,3828
15654760,Su,1,7643
15654772,Kwemto,1,9025
15654851,Obialo,1,1659
15654859,Ngozichukwuka,3,7143
15654870,Longo,1,7946
15654878,Yobanna,1,6318
15654891,He,1,8640
15654901,Horton,1,2953
15654959,Hope,3,3691
15654964,Piccio,3,6768
15654975,Wu,1,5525
15655007,Li,1,157
15655082,Pape,1,8397
15655123,Dumetolisa,3,2978
15655171,Yermakova,1,9491
15655175,Wallace,2,9238
15655192,Fiorentino,3,2544
15655213,Udinese,2,6602
15655229,Craig,2,6286
15655232,Noble,2,8109
15655238,Dellucci,1,2046
